,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,label
153,2017-09-12,25.03,25.47,25.26,24.82,442261.62,-0.02,-0.08,25.22,24.217,23.575,691418.45,530834.46,465101.95,0.46,-0.01979414093428345
154,2017-09-11,25.61,26.39,25.28,25.03,582773.38,-0.51,-1.98,24.92,24.026999999999997,23.413,710924.71,530269.65,455374.99,0.6,0.0007911392405063122
155,2017-09-08,25.9,26.28,25.79,25.16,795767.75,-0.18,-0.69,24.456,23.9,23.247,648026.71,561840.09,446279.84,0.82,0.019775106630476852
156,2017-09-07,23.96,26.18,25.97,23.96,1274569.88,2.17,9.12,23.874000000000002,23.641,23.058000000000003,570289.21,530653.17,423698.0,1.31,0.006931074316519049
157,2017-09-06,23.79,24.27,23.8,23.5,361719.62,0.04,0.17,23.326,23.353,22.9,375153.95,421245.08,371934.62,0.37,-0.09117647058823522
158,2017-09-05,23.05,23.89,23.76,23.05,539792.94,0.8,3.48,23.214000000000002,23.296999999999997,22.857,370250.46,407295.24,366097.84,0.56,-0.0016835016835016474
159,2017-09-04,22.9,23.04,22.96,22.69,268283.34,0.08,0.35,23.134,23.241999999999997,22.808000000000003,349614.58,403728.29,348687.44,0.28,-0.034843205574912925
160,2017-09-01,23.26,23.37,22.88,22.74,407080.28,-0.35,-1.51,23.344,23.208000000000002,22.795,475653.47,405683.2,346977.85,0.42,-0.0034965034965035776
161,2017-08-31,23.19,23.43,23.23,23.01,298893.59,-0.01,-0.04,23.408,23.201999999999998,22.793000000000003,491017.13,420247.65,341429.99,0.31,0.01506672406371078
162,2017-08-30,23.52,23.58,23.24,23.23,337202.16,-0.12,-0.51,23.38,23.070999999999998,22.787,467336.2,410133.17,349244.78,0.35,0.0004302925989672122
163,2017-08-29,23.38,23.57,23.36,22.85,436613.53,0.14,0.6,23.38,22.933000000000003,22.804000000000002,444340.01,399369.44,350080.18,0.45,0.005136986301369906
164,2017-08-28,23.27,24.42,24.01,23.27,898477.81,0.81,3.49,23.35,22.799,22.807,457842.0,380480.33,338725.63,0.93,0.027072053311120454
165,2017-08-25,23.5,23.68,23.2,23.14,483898.56,0.11,0.48,23.072,22.593000000000004,22.775,335712.92,330719.59,309272.98,0.5,-0.03491379310344837
166,2017-08-24,23.18,23.32,23.09,22.85,180488.95,-0.15,-0.65,22.996,22.475,22.796999999999997,349478.17,316742.83,305703.44,0.19,-0.004763967085318295
167,2017-08-23,23.25,23.3,23.24,22.92,222221.19,0.03,0.13,22.761999999999997,22.445999999999998,22.791999999999998,352930.14,322624.16,317996.55,0.23,0.0064543889845094056
168,2017-08-22,22.78,23.4,23.21,22.65,504123.47,0.59,2.61,22.486,22.416999999999998,22.801,354398.87,324900.44,322243.47,0.52,-0.0012925463162428946
169,2017-08-21,22.7,22.81,22.62,22.39,287832.44,-0.2,-0.88,22.248,22.373,22.804000000000002,303118.66,293646.59,315170.03,0.3,-0.026083112290008835
170,2017-08-18,21.88,22.95,22.82,21.81,552724.81,0.9,4.11,22.114,22.381999999999998,22.863000000000003,325726.25,288272.5,342541.41,0.57,0.008764241893076218
171,2017-08-17,21.9,21.97,21.92,21.72,197748.77,0.06,0.27,21.954,22.384,22.961,284007.49,262612.32,338788.3,0.2,-0.04105839416058387
172,2017-08-16,22.1,22.1,21.86,21.75,229564.84,-0.16,-0.73,22.13,22.503,23.131999999999998,292318.19,288356.38,360584.72,0.24,-0.002744739249771376
173,2017-08-15,21.99,22.18,22.02,21.86,247722.44,0.07,0.32,22.348000000000003,22.675,23.296,295402.01,300790.92,399510.01,0.26,0.007266121707538608
174,2017-08-14,22.12,22.25,21.95,21.73,400870.41,-0.07,-0.32,22.498,22.815,23.46,284174.52,296970.93,426715.58,0.41,-0.0031890660592255255
175,2017-08-11,22.6,22.69,22.02,22.0,344130.97,-0.78,-3.42,22.65,22.956999999999997,23.592,250818.74,287826.37,416761.92,0.35,0.003178928247048151
176,2017-08-10,22.99,22.99,22.8,22.53,239302.28,-0.15,-0.65,22.814,23.118000000000002,23.713,241217.15,294664.05,441223.89,0.25,0.034210526315789525
177,2017-08-09,22.8,23.08,22.95,22.71,244983.95,0.18,0.79,22.875999999999998,23.138,23.846,284394.58,313368.95,479103.53,0.25,0.006535947712418239
178,2017-08-08,22.81,22.81,22.77,22.58,191585.0,0.06,0.26,23.002,23.185,23.936,306179.82,319586.49,490630.35,0.2,-0.007905138339920936
179,2017-08-07,22.82,23.05,22.71,22.68,234091.48,-0.13,-0.57,23.131999999999998,23.234,24.019000000000002,309767.35,336693.47,511513.7,0.24,-0.0026420079260237217
180,2017-08-04,23.0,23.06,22.84,22.71,296123.06,-0.27,-1.17,23.264,23.343000000000004,24.116,324834.01,396810.33,529008.25,0.3,0.005691768826619922
181,2017-08-03,23.58,23.58,23.11,22.79,455189.41,-0.47,-1.99,23.421999999999997,23.537,24.185,348110.94,414964.28,537940.56,0.47,0.01168325400259626
182,2017-08-02,23.45,24.12,23.58,23.43,353910.16,0.16,0.68,23.4,23.761,24.256999999999998,342343.31,432813.05,552572.49,0.36,0.019932145886344312
183,2017-08-01,23.35,23.55,23.42,23.2,209522.62,0.05,0.21,23.368000000000002,23.916999999999998,24.271,332993.16,498229.11,571902.91,0.22,-0.006831767719897378
184,2017-07-31,23.52,23.58,23.37,23.1,309424.81,-0.26,-1.1,23.336,24.105,24.328000000000003,363619.6,556460.22,584073.68,0.32,-0.0021394950791613484
185,2017-07-28,23.0,23.84,23.63,23.0,412507.69,0.63,2.74,23.421999999999997,24.226999999999997,24.408,468786.65,545697.47,598383.18,0.42,0.011002962336013458
186,2017-07-27,23.45,23.63,23.0,22.94,426351.28,-0.42,-1.79,23.651999999999997,24.307,24.485,481817.62,587783.73,613105.72,0.44,-0.027391304347826044
187,2017-07-26,23.28,23.68,23.42,23.23,307159.41,0.16,0.69,24.122,24.553,24.585,523282.78,644838.12,639104.15,0.32,0.01793339026473107
188,2017-07-25,23.6,23.74,23.26,23.22,362654.81,-0.54,-2.27,24.465999999999998,24.686,24.691,663465.05,661674.2,683665.2,0.37,-0.006878761822871888
189,2017-07-24,24.7,24.72,23.8,23.38,835260.06,-0.98,-3.96,24.874000000000002,24.803,24.851999999999997,749300.84,686333.92,751091.61,0.86,0.022689075630252065
190,2017-07-21,25.19,25.64,24.78,24.65,477662.56,-0.57,-2.25,25.031999999999996,24.889,24.865,622608.29,661206.17,771887.95,0.49,0.039548022598870074
191,2017-07-20,24.85,25.64,25.35,24.73,633677.06,0.21,0.83,24.962,24.833000000000002,24.72,693749.84,660916.83,783801.27,0.65,0.022485207100591726
192,2017-07-19,24.85,26.06,25.14,24.43,1008070.75,-0.16,-0.63,24.984,24.752,24.505,766393.46,672331.93,761844.54,1.04,-0.008353221957040606
193,2017-07-18,25.58,25.8,25.3,24.88,791833.75,0.71,2.89,24.906,24.624000000000002,24.299,659883.36,645576.73,723278.8,0.82,0.006324110671936764
194,2017-07-14,24.45,24.83,24.59,24.36,201797.31,0.16,0.66,24.732,24.551,24.083000000000002,623367.0,611687.15,689632.89,0.21,-0.028873525823505525
195,2017-07-13,24.91,25.35,24.43,24.4,833370.31,-1.03,-4.05,24.746,24.589000000000002,23.901,699804.05,651068.9,686507.93,0.86,-0.006549324600900538
196,2017-07-12,25.7,26.7,25.46,25.22,996895.19,0.71,2.87,24.704,24.662,23.730999999999998,628083.83,638427.7,656499.85,1.03,0.04045561665357428
197,2017-07-11,24.27,25.1,24.75,24.15,475520.25,0.32,1.31,24.52,24.616,23.526,578270.39,633370.19,625160.46,0.49,-0.028686868686868722
198,2017-07-10,24.4,25.38,24.43,24.22,609251.94,-0.23,-0.93,24.342,24.695,23.388,631270.09,705656.2,624934.54,0.63,-0.013098649201801076
199,2017-07-07,24.27,25.09,24.66,24.03,583982.56,0.44,1.82,24.37,24.9,23.252,600007.3,815849.31,641685.77,0.6,0.009326845093268468
200,2017-07-06,24.3,24.66,24.22,23.95,474769.19,-0.32,-1.3,24.432,24.840999999999998,23.061999999999998,602333.75,882569.73,637125.44,0.49,-0.018166804293971977
201,2017-07-05,23.94,24.65,24.54,23.43,747828.0,0.68,2.85,24.62,24.607,22.906,648771.57,906685.71,627664.2,0.77,0.01303993480032601
202,2017-07-04,24.57,24.93,23.86,23.52,740518.75,-0.71,-2.89,24.712,24.256999999999998,22.726999999999997,688469.99,851357.16,602042.67,0.76,-0.028499580888516333
203,2017-07-03,24.76,25.2,24.57,24.36,452938.0,-0.4,-1.6,25.048000000000002,23.974,22.588,780042.31,800980.88,578334.98,0.47,0.028897028897028932
204,2017-06-30,25.0,25.39,24.97,24.64,595614.81,-0.19,-0.76,25.43,23.615,22.423000000000002,1031691.31,767578.63,589804.6,0.61,0.016019223067681162
205,2017-06-29,25.16,25.42,25.16,24.56,706958.31,0.16,0.64,25.25,23.212,22.201999999999998,1162805.7,721946.97,560024.16,0.73,0.007551669316375249
206,2017-06-28,25.38,25.89,25.0,24.78,946320.06,-0.54,-2.11,24.594,22.8,21.971,1164599.85,674572.0,544709.19,0.97,-0.0064000000000000055
207,2017-06-27,26.01,26.03,25.54,25.17,1198380.38,-0.94,-3.55,23.802,22.435,21.746,1014244.34,616950.73,542242.15,1.23,0.02114330462020357
208,2017-06-26,24.94,26.48,26.48,24.55,1711183.0,2.41,10.01,22.9,22.081,21.429000000000002,821919.44,544212.88,491787.63,1.76,0.03549848942598192
209,2017-06-23,21.84,24.07,24.07,21.8,1251186.75,2.19,10.01,21.8,21.603,21.066,503465.94,467522.23,416364.29,1.29,-0.10012463647694225
210,2017-06-22,21.1,22.3,21.88,21.1,715929.06,0.84,3.99,21.174,21.283,20.816,281088.24,391681.15,361169.6,0.74,-0.10009140767824504
211,2017-06-21,21.35,21.43,21.04,20.9,194542.52,0.01,0.05,21.006,21.205,20.680999999999997,184544.15,348642.69,330491.81,0.2,-0.03992395437262357
212,2017-06-20,20.94,21.27,21.03,20.82,236755.86,0.05,0.24,21.068,21.195999999999998,20.581,219657.12,352728.18,325977.71,0.24,-0.0004755111745125064
213,2017-06-19,20.94,21.07,20.98,20.9,118915.52,0.04,0.19,21.261999999999997,21.201999999999998,20.486,266506.33,355689.09,321102.3,0.12,-0.0023832221163012732
214,2017-06-16,21.05,21.18,20.94,20.9,139298.22,-0.1,-0.47,21.406,21.23,20.399,431578.53,412030.57,324618.16,0.14,-0.0019102196752626144
215,2017-06-15,21.26,21.3,21.04,20.82,233208.62,-0.31,-1.45,21.392,21.191,20.319000000000003,502274.06,398101.35,323757.91,0.24,0.004752851711026515
216,2017-06-14,21.9,21.9,21.35,21.32,370107.38,-0.65,-2.96,21.404,21.142,20.237000000000002,512741.22,414846.38,323207.17,0.38,0.014519906323185117
217,2017-06-13,21.91,22.46,22.0,21.5,471001.91,0.3,1.38,21.324,21.057,20.131,485799.23,467533.57,322064.55,0.49,0.029545454545454482
218,2017-06-12,21.48,22.8,21.7,21.48,944276.5,0.83,3.98,21.142,20.776,19.965,444871.86,439362.37,306318.21,0.97,-0.013824884792626762
219,2017-06-06,21.05,21.45,20.87,20.83,492775.88,-0.23,-1.09,21.054000000000002,20.529,19.811,392482.62,365206.35,265282.6,0.51,-0.03977000479156676
220,2017-06-05,20.75,21.26,21.1,20.71,285544.44,0.15,0.72,20.99,20.349,19.691,293928.64,330658.05,249843.61,0.29,0.010900473933649308
221,2017-06-02,21.08,21.3,20.95,20.78,235397.44,-0.14,-0.66,20.88,20.156,19.58,316951.54,312340.94,241393.93,0.24,-0.007159904534606307
222,2017-06-01,21.1,21.37,21.09,20.93,266365.03,-0.17,-0.8,20.79,19.965,19.484,449267.9,299227.25,238547.41,0.27,0.006638217164532981
223,2017-05-31,21.49,21.58,21.26,20.9,682330.31,0.71,3.46,20.41,19.77,19.372,433852.88,286515.5,238692.47,0.7,0.00799623706491071
224,2017-05-30,20.56,20.56,20.55,20.55,6.0,0.0,0.0,20.004,19.567,19.269000000000002,337930.09,237205.75,213797.13,0.0,-0.03454987834549882
225,2017-05-26,20.3,20.75,20.55,20.07,400658.91,0.05,0.24,19.708,19.445999999999998,19.217,367387.46,249414.47,231668.39,0.41,0.0
226,2017-05-25,19.15,20.83,20.5,19.12,896979.25,1.31,6.83,19.432000000000002,19.331,19.177,307730.34,231567.96,237591.37,0.92,-0.002439024390243937
227,2017-05-24,19.14,19.31,19.19,18.92,189289.92,-0.04,-0.21,19.14,19.205,19.17,149186.6,176595.53,202052.05,0.19,-0.06826472120896293
228,2017-05-23,19.01,19.3,19.23,18.92,202716.36,0.16,0.84,19.13,19.153,19.238,139178.12,173274.06,199395.73,0.21,0.0020800832033280887
229,2017-05-22,19.17,19.17,19.07,18.84,147292.88,-0.1,-0.52,19.13,19.092,19.298,136481.41,165358.84,198264.56,0.15,-0.008390141583639231
230,2017-05-19,19.07,19.19,19.17,19.02,102373.29,0.13,0.68,19.184,19.032,19.379,131441.49,169029.17,201322.14,0.11,0.0052164840897236
231,2017-05-18,19.02,19.12,19.04,18.97,104260.53,-0.1,-0.52,19.23,19.004,19.452,155405.58,170446.92,208614.17,0.11,-0.006827731092437109
232,2017-05-17,19.13,19.18,19.14,19.01,139247.56,-0.09,-0.47,19.27,19.002,19.526,204004.46,177867.57,213217.52,0.14,0.005224660397074264
233,2017-05-16,19.3,19.31,19.23,18.87,189232.8,-0.11,-0.57,19.176,18.974,19.593,207369.99,190869.43,213054.58,0.19,0.004680187207488292
234,2017-05-15,19.4,19.47,19.34,19.27,122093.25,-0.06,-0.31,19.054000000000002,18.971,19.659000000000002,194236.27,190388.52,211774.12,0.13,0.005687693898655606
235,2017-05-12,19.11,19.45,19.4,18.93,222193.77,0.16,0.83,18.88,18.987000000000002,19.724,206616.85,213922.31,216594.76,0.23,0.0030927835051545735
236,2017-05-11,18.67,19.4,19.24,18.5,347254.91,0.57,3.05,18.778,19.023,19.801,185488.26,243614.78,218940.14,0.36,-0.008316008316008323
237,2017-05-10,18.62,18.84,18.67,18.62,156075.22,0.05,0.27,18.734,19.135,19.89,151730.69,227508.58,233870.16,0.16,-0.03053026245313319
238,2017-05-09,18.43,18.68,18.62,18.32,123564.22,0.15,0.81,18.772000000000002,19.323,19.992,174368.87,225517.4,249009.41,0.13,-0.0026852846401718964
239,2017-05-08,18.89,18.96,18.47,18.44,183996.14,-0.42,-2.22,18.887999999999998,19.504,20.090999999999998,186540.76,231170.27,256561.17,0.19,-0.008121277747699088
240,2017-05-05,18.95,19.07,18.89,18.81,116550.82,-0.13,-0.68,19.094,19.725,20.207,221227.77,233615.11,263056.68,0.12,0.02223398623610385
241,2017-05-04,18.9,19.19,19.02,18.9,178467.05,0.16,0.85,19.268,19.899,20.302,301741.29,246781.41,283914.79,0.18,0.006834910620399527
242,2017-05-03,19.2,19.25,18.86,18.83,269266.12,-0.34,-1.77,19.535999999999998,20.05,20.38,303286.46,248567.46,317591.27,0.28,-0.008483563096500538
243,2017-05-02,19.3,19.37,19.2,19.1,184423.69,-0.3,-1.54,19.874000000000002,20.211,20.465999999999998,276665.92,235239.73,311792.82,0.19,0.017708333333333326
244,2017-04-28,19.38,19.55,19.5,19.13,357431.16,-0.26,-1.32,20.12,20.347,20.533,275799.78,233159.72,318453.66,0.37,0.015384615384615422
245,2017-04-27,20.32,20.33,19.76,19.0,519118.44,-0.6,-2.95,20.355999999999998,20.461,20.608,246002.46,219267.2,312133.88,0.53,0.013157894736842183
246,2017-04-26,20.49,20.53,20.36,20.34,186192.91,-0.19,-0.93,20.53,20.579,20.684,191821.52,194265.5,299105.54,0.19,0.02946954813359518
247,2017-04-25,20.44,20.63,20.55,20.4,136163.42,0.12,0.59,20.564,20.645,20.726,193848.46,240231.75,309528.63,0.14,0.009245742092457482
248,2017-04-24,20.68,20.69,20.43,20.31,180092.95,-0.25,-1.21,20.548000000000002,20.66,20.773000000000003,193813.54,272501.42,321944.63,0.19,-0.0058737151248164955
249,2017-04-21,20.64,20.75,20.68,20.55,208444.56,0.05,0.24,20.574,20.677,20.824,190519.67,281952.07,339685.3,0.21,0.012088974854932303
250,2017-04-20,20.5,20.75,20.63,20.5,248213.78,0.1,0.49,20.566,20.689,20.843000000000004,192531.95,292498.25,341442.14,0.26,-0.0024236548715463263
251,2017-04-19,20.45,20.62,20.53,20.3,196327.59,0.06,0.29,20.628,20.705,20.871,196709.48,321048.16,343443.6,0.2,-0.004870920603994051
252,2017-04-18,20.56,20.65,20.47,20.46,135988.81,-0.09,-0.44,20.726,20.71,20.901,286615.03,386615.08,361420.48,0.14,-0.002931118710307879
253,2017-04-17,20.64,20.64,20.56,20.37,163623.62,-0.08,-0.39,20.772,20.721,20.954,351189.3,388345.91,394078.37,0.17,0.004377431906614779
254,2017-04-14,20.92,20.92,20.64,20.6,218505.95,-0.3,-1.43,20.78,20.718000000000004,20.99,373384.46,403747.59,411728.38,0.23,0.0038759689922481513
255,2017-04-13,21.0,21.15,20.94,20.72,269101.41,-0.08,-0.38,20.811999999999998,20.755,21.022,392464.55,405000.55,426124.42,0.28,0.014326647564469948
256,2017-04-12,20.7,21.57,21.02,20.7,645855.38,0.32,1.55,20.781999999999996,20.788,21.054000000000002,445386.85,403945.59,473166.37,0.67,0.0038058991436726117
257,2017-04-11,20.6,20.7,20.7,20.2,458860.16,0.1,0.48,20.694000000000003,20.805999999999997,21.038,486615.13,378825.52,461835.35,0.47,-0.015458937198067646
258,2017-04-10,20.72,20.75,20.6,20.51,274599.41,-0.2,-0.96,20.67,20.885,21.033,425502.51,371387.85,450707.77,0.28,-0.004854368932038731
259,2017-04-07,20.79,20.91,20.8,20.67,313906.38,0.01,0.05,20.656,20.97,21.029,434110.71,397418.54,449279.75,0.32,0.009615384615384581
260,2017-04-06,20.63,20.85,20.79,20.58,533712.94,0.21,1.02,20.698,20.997,21.025,417536.55,390386.04,466477.56,0.55,-0.0004810004810005562
261,2017-04-05,20.63,21.0,20.58,20.55,851996.75,0.0,0.0,20.794,21.035999999999998,20.998,362504.32,365839.04,448870.52,0.88,-0.010204081632653104
262,2017-03-31,20.53,20.64,20.58,20.51,153297.08,0.05,0.24,20.918000000000003,21.090999999999998,20.98,271035.91,336225.88,420087.53,0.16,0.0
263,2017-03-30,21.0,21.06,20.53,20.48,317640.41,-0.48,-2.29,21.1,21.186999999999998,20.961,317273.19,399810.83,420935.71,0.33,-0.0024354603019969387
264,2017-03-29,21.28,21.29,21.01,21.0,231035.59,-0.26,-1.22,21.284000000000002,21.261,20.951999999999998,360726.37,419709.18,416195.04,0.24,0.022846263683960037
265,2017-03-28,21.2,21.43,21.27,21.02,258551.77,0.07,0.33,21.296,21.289,20.926,363235.52,447248.29,417173.32,0.27,0.012223789374706065
266,2017-03-27,21.58,21.6,21.2,21.1,394654.72,-0.29,-1.35,21.278000000000002,21.319000000000003,20.889,369173.76,542387.15,412233.84,0.41,-0.0033018867924528438
267,2017-03-24,21.4,21.69,21.49,21.3,384483.44,0.04,0.19,21.264,21.27,20.855,401415.84,544845.19,407173.43,0.4,0.01349464867380173
268,2017-03-23,21.08,21.91,21.45,20.96,534906.31,0.38,1.8,21.274,21.180999999999997,20.816999999999997,482348.46,530027.69,398826.25,0.55,-0.0018648018648018251
269,2017-03-22,21.15,21.17,21.07,20.95,243581.36,-0.11,-0.52,21.238000000000003,21.087,20.784000000000002,478691.98,501140.97,381662.82,0.25,-0.0180351210251542
270,2017-03-21,21.01,21.34,21.18,20.82,288242.97,0.05,0.24,21.281999999999996,21.052,20.775,531261.05,542569.07,380752.06,0.3,0.005193578847969756
271,2017-03-20,21.49,21.49,21.13,20.85,555865.12,-0.41,-1.9,21.36,20.96,20.765,715600.53,531902.0,393182.75,0.57,-0.002366303833412244
272,2017-03-17,22.0,22.28,21.54,21.5,789146.56,0.27,1.27,21.276,20.869,20.739,688274.53,503949.19,377763.66,0.81,0.019034354688950796
273,2017-03-16,21.41,21.68,21.27,21.13,516623.91,-0.02,-0.09,21.088,20.735,20.689,577706.91,442060.59,348213.44,0.53,-0.012693935119887145
274,2017-03-15,21.36,21.57,21.29,21.0,506426.69,-0.28,-1.3,20.936,20.642,20.66,523589.95,412680.9,330934.97,0.52,0.0009394081728510838
275,2017-03-14,20.81,22.4,21.57,20.72,1209940.38,0.86,4.15,20.822,20.563000000000002,20.629,553877.1,387098.35,319979.76,1.25,0.012980992118683409
276,2017-03-13,20.65,20.88,20.71,20.51,419235.12,0.11,0.53,20.56,20.459,20.596,348203.47,282080.53,277970.93,0.43,-0.041525832930951204
277,2017-03-10,20.52,20.75,20.6,20.52,236308.44,0.09,0.44,20.462,20.44,20.599,319623.84,269501.68,271267.75,0.24,-0.005339805825242691
278,2017-03-09,20.6,20.73,20.51,20.35,246039.12,-0.21,-1.01,20.382,20.452,20.601999999999997,306414.27,267624.82,276198.63,0.25,-0.004388103364212572
279,2017-03-08,20.27,20.85,20.72,20.26,657862.44,0.46,2.27,20.348,20.48,20.616,301771.85,262184.67,297859.11,0.68,0.010135135135135006
280,2017-03-07,20.24,20.29,20.26,20.18,181572.23,0.04,0.2,20.304000000000002,20.498,20.615,220319.6,218935.04,273970.07,0.19,-0.022704837117472718
281,2017-03-06,20.25,20.39,20.22,20.14,276336.97,0.02,0.1,20.358,20.57,20.634,215957.59,254463.49,273595.29,0.28,-0.001978239366963536
282,2017-03-03,20.34,20.37,20.2,20.12,170260.59,-0.14,-0.69,20.418,20.609,20.658,219379.51,251578.14,266829.85,0.18,-0.000990099009900969
283,2017-03-02,20.52,20.54,20.34,20.33,222827.0,-0.16,-0.78,20.522,20.643,20.682,228835.37,254366.29,263763.15,0.23,0.006882989183874168
284,2017-03-01,20.55,20.59,20.5,20.49,250601.2,-0.03,-0.15,20.612,20.677,20.803,222597.5,249189.04,252651.75,0.26,0.007804878048780495
285,2017-02-28,20.52,20.59,20.53,20.47,159762.2,0.01,0.05,20.691999999999997,20.694000000000003,20.811999999999998,217550.48,252861.18,247184.1,0.16,0.0014612761811983017
286,2017-02-27,20.57,20.63,20.52,20.48,293446.56,-0.2,-0.96,20.781999999999996,20.732,20.816,292969.39,273861.32,246928.36,0.3,-0.00048732943469793194
287,2017-02-24,20.72,20.77,20.72,20.62,217539.88,-0.07,-0.34,20.8,20.756999999999998,20.824,283776.77,273033.82,240221.95,0.22,0.00965250965250962
288,2017-02-23,20.94,20.98,20.79,20.72,191637.66,-0.11,-0.53,20.764,20.750999999999998,20.825,279897.21,284772.44,237163.61,0.2,0.0033670033670033807
289,2017-02-22,20.95,20.95,20.9,20.79,225366.08,-0.08,-0.38,20.741999999999997,20.752,20.82,275780.58,333533.55,238334.38,0.23,0.005263157894736815
290,2017-02-21,20.72,20.98,20.98,20.63,536856.75,0.37,1.79,20.695999999999998,20.730999999999998,20.805,288171.87,329005.11,237910.48,0.55,0.0038131553860820708
291,2017-02-20,20.55,20.73,20.61,20.52,247483.48,0.07,0.34,20.682,20.697,20.802,254753.26,292727.09,227306.26,0.25,-0.017952450266860796
292,2017-02-17,20.68,20.68,20.54,20.52,198142.08,-0.14,-0.68,20.714000000000002,20.706999999999997,20.811,262290.87,282081.55,230984.1,0.2,-0.0034079844206426624
293,2017-02-16,20.67,20.76,20.68,20.59,171054.5,0.01,0.05,20.738000000000003,20.721,20.834,289647.67,273160.0,248739.01,0.18,0.006769825918762117
294,2017-02-15,20.9,20.9,20.67,20.66,287322.56,-0.24,-1.15,20.761999999999997,20.928,20.891,391286.52,256114.45,293399.6,0.3,-0.000483792936623029
295,2017-02-14,20.77,20.98,20.91,20.7,369763.69,0.14,0.67,20.766,20.929000000000002,20.877,369838.34,241507.02,287466.08,0.38,0.01147776183644182
296,2017-02-13,20.65,20.85,20.77,20.59,285171.5,0.11,0.53,20.712,20.899,20.861,330700.92,219995.39,276936.47,0.29,-0.006740491092922512
297,2017-02-10,20.78,20.78,20.66,20.57,334926.09,-0.14,-0.67,20.7,20.891,20.855,301872.24,207410.09,270225.62,0.34,-0.005324298160696971
298,2017-02-09,20.71,21.35,20.8,20.68,679248.75,0.11,0.53,20.704,20.899,20.854,256672.33,189554.78,265275.29,0.7,0.006730769230769258
299,2017-02-08,20.64,20.71,20.69,20.5,180081.69,0.05,0.24,21.094,20.886999999999997,20.861,120942.38,143135.22,246819.14,0.19,-0.005316578057032355
300,2017-02-07,20.59,20.82,20.64,20.56,174076.59,-0.07,-0.34,21.092,20.878,20.869,113175.69,146815.86,254392.79,0.18,-0.002422480620155073
301,2017-02-06,20.68,20.74,20.71,20.6,141028.06,0.03,0.14,21.086,20.906,20.873,109289.86,161885.42,256539.8,0.15,0.003380009657170463
302,2017-02-03,20.69,20.79,20.68,20.64,108926.58,0.0,0.0,21.081999999999997,20.915,20.865,112947.93,179886.66,262545.89,0.11,-0.0014506769825919311
303,2017-02-02,21.1,22.75,22.75,21.1,599.0,2.07,10.01,21.094,20.947,20.873,122437.23,224318.01,273201.86,0.0,0.09098901098901101
